dist,dgp,n,cfg,m,k,objective,parameter,theta_true,R,n_success,conv_rate,bias,rel_bias,rmse,rel_rmse,sd,fail_not_applicable,fail_optimizer,fail_boundary,fail_nonfinite
exponential,exp_m100,100,P5,5,1,D,rate,0.01,300,300,1.0,6.639937631814329e-05,0.0066399376318143286,0.0012562790764069549,0.12562790764069548,0.0012566192264338804,0,0,0,0
exponential,exp_m100,100,Pmk,1,1,A,rate,0.01,300,276,0.92,-7.303166172124842e-06,-0.0007303166172124842,0.001619891276497573,0.1619891276497573,0.0016228173678194872,0,24,0,0
exponential,exp_m100,100,Pmk,1,1,B,rate,0.01,300,300,1.0,5.135086015320943e-05,0.005135086015320943,0.0016038432377641887,0.16038432377641887,0.0016056993664240382,0,0,0,0
exponential,exp_m100,100,Pmk,1,1,Bg,rate,0.01,300,300,1.0,5.1353661839920184e-05,0.005135366183992018,0.0016038511451076272,0.1603851145107627,0.0016057072011416047,0,0,0,0
exponential,exp_m100,100,Pmk,1,1,C,rate,0.01,300,300,1.0,5.13513318915193e-05,0.00513513318915193,0.0016038406305486131,0.1603840630548613,0.0016056967383756835,0,0,0,0
exponential,exp_m100,100,Pmk,1,1,D,rate,0.01,300,300,1.0,5.133464329694186e-05,0.005133464329694186,0.0016038013164625356,0.16038013164625356,0.001605657873825283,0,0,0,0
exponential,exp_m100,1000,P3c,3,1,A,rate,0.01,300,293,0.9766666666666667,1.3943960653298865e-05,0.0013943960653298865,0.0003600011727217216,0.03600011727217216,0.00036034647627027555,0,7,0,0
exponential,exp_m100,1000,P3c,3,1,B,rate,0.01,300,300,1.0,2.1598996341394214e-05,0.0021598996341394214,0.0003749547789982013,0.03749547789982013,0.00037495761586649846,0,0,0,0
exponential,exp_m100,1000,P3c,3,1,Bg,rate,0.01,300,300,1.0,9.570469535574028e-06,0.0009570469535574028,0.00036279232686686085,0.036279232686686085,0.0003632720290682328,0,0,0,0
exponential,exp_m100,1000,P3c,3,1,C,rate,0.01,300,300,1.0,8.952407771047402e-06,0.0008952407771047402,0.0003734091372032357,0.03734091372032357,0.0003739255351377588,0,0,0,0
exponential,exp_m100,1000,P3c,3,1,D,rate,0.01,300,300,1.0,3.7598261634821245e-06,0.00037598261634821245,0.000360770290421607,0.0360770290421607,0.0003613534565490936,0,0,0,0
exponential,exp_m100,1000,P3w,3,1,A,rate,0.01,300,285,0.95,3.2688029836355076e-05,0.0032688029836355076,0.0003939981286916365,0.03939981286916365,0.0003933304669230359,0,15,0,0
exponential,exp_m100,1000,P3w,3,1,B,rate,0.01,300,300,1.0,7.286093734363425e-05,0.007286093734363425,0.0004576237108353326,0.04576237108353326,0.0004525410358836376,0,0,0,0
exponential,exp_m100,1000,P3w,3,1,Bg,rate,0.01,300,300,1.0,3.16589710160492e-05,0.0031658971016049198,0.0003971774199922886,0.03971774199922886,0.000396575153044974,0,0,0,0
exponential,exp_m100,1000,P3w,3,1,C,rate,0.01,300,300,1.0,2.895454315470121e-05,0.002895454315470121,0.00044336751822884396,0.04433675182288439,0.0004431602728236561,0,0,0,0
exponential,exp_m100,1000,P3w,3,1,D,rate,0.01,300,300,1.0,8.12749327556983e-06,0.000812749327556983,0.0003636405037046821,0.036364050370468214,0.0003641571013117412,0,0,0,0
exponential,exp_m100,1000,P5,5,1,A,rate,0.01,300,289,0.9633333333333334,2.4179104062178186e-05,0.0024179104062178186,0.00036730913829799693,0.03673091382979969,0.00036714820220985105,0,11,0,0
exponential,exp_m100,1000,P5,5,1,B,rate,0.01,300,300,1.0,5.872696503582235e-05,0.005872696503582235,0.00039617929330784587,0.03961792933078458,0.00039245711184669475,0,0,0,0
exponential,exp_m100,1000,P5,5,1,Bg,rate,0.01,300,300,1.0,2.5249446503785092e-05,0.002524944650378509,0.00036265296002414296,0.03626529600241429,0.00036237737152980165,0,0,0,0
exponential,exp_m100,1000,P5,5,1,C,rate,0.01,300,300,1.0,2.2798048981011176e-05,0.0022798048981011176,0.00038682067069517357,0.03868206706951736,0.00038679345586249285,0,0,0,0
exponential,exp_m100,1000,P5,5,1,D,rate,0.01,300,300,1.0,8.66661724360264e-06,0.000866661724360264,0.0003377970669588697,0.033779706695886966,0.0003382500927949919,0,0,0,0
exponential,exp_m100,1000,Pmk,1,1,A,rate,0.01,300,256,0.8533333333333334,-1.5928922146649094e-05,-0.0015928922146649094,0.00044869196331505357,0.04486919633150536,0.0004492875027391679,0,44,0,0
exponential,exp_m100,1000,Pmk,1,1,B,rate,0.01,300,300,1.0,-3.46518008460632e-06,-0.000346518008460632,0.0004416479817225835,0.04416479817225835,0.00044237229015495064,0,0,0,0
exponential,exp_m100,1000,Pmk,1,1,Bg,rate,0.01,300,300,1.0,-3.4764808516333373e-06,-0.00034764808516333373,0.00044164376186799455,0.044164376186799456,0.0004423679741568864,0,0,0,0
exponential,exp_m100,1000,Pmk,1,1,C,rate,0.01,300,300,1.0,-3.4605105276117737e-06,-0.00034605105276117737,0.000441648689076018,0.044164868907601795,0.00044237303538708007,0,0,0,0
exponential,exp_m100,1000,Pmk,1,1,D,rate,0.01,300,300,1.0,-3.455216469308922e-06,-0.0003455216469308922,0.0004416539698688812,0.044165396986888115,0.00044237836668527313,0,0,0,0
exponential,exp_m100,10000,P3c,3,1,A,rate,0.01,300,296,0.9866666666666667,5.8923323435315644e-06,0.0005892332343531564,0.00011921911380050146,0.011921911380050146,0.00011927506089109379,0,4,0,0
exponential,exp_m100,10000,P3c,3,1,B,rate,0.01,300,300,1.0,-2.4218793239442343e-06,-0.00024218793239442343,0.0001352559113510006,0.013525591135100061,0.00013546018206721214,0,0,0,0
exponential,exp_m100,10000,P3c,3,1,Bg,rate,0.01,300,300,1.0,4.001404251429211e-06,0.0004001404251429211,0.00011954413904618253,0.011954413904618252,0.00011967678019022178,0,0,0,0
exponential,exp_m100,10000,P3c,3,1,C,rate,0.01,300,300,1.0,-3.685637924357235e-06,-0.0003685637924357235,0.00013542491672120335,0.013542491672120335,0.00013560094467230727,0,0,0,0
exponential,exp_m100,10000,P3c,3,1,D,rate,0.01,300,300,1.0,-5.479408444423323e-07,-5.4794084444233226e-05,0.00012563498644430204,0.012563498644430203,0.0001258437061369056,0,0,0,0
exponential,exp_m100,10000,P3w,3,1,A,rate,0.01,300,283,0.9433333333333334,7.94532370933937e-06,0.0007945323709339369,0.00011866131904571856,0.011866131904571857,0.00011860475324270393,0,17,0,0
exponential,exp_m100,10000,P3w,3,1,B,rate,0.01,300,300,1.0,-2.2093712776991015e-06,-0.00022093712776991015,0.00014595287729678226,0.014595287729678226,0.0001461799907720178,0,0,0,0
exponential,exp_m100,10000,P3w,3,1,Bg,rate,0.01,300,300,1.0,2.1677018380190927e-06,0.00021677018380190927,0.00011938407493423371,0.011938407493423371,0.00011956383281341516,0,0,0,0
exponential,exp_m100,10000,P3w,3,1,C,rate,0.01,300,300,1.0,-5.27403007919737e-06,-0.000527403007919737,0.00014643558685413326,0.014643558685413326,0.00014658509361324386,0,0,0,0
exponential,exp_m100,10000,P3w,3,1,D,rate,0.01,300,300,1.0,-2.1699822108124656e-07,-2.1699822108124656e-05,0.0001235037948926496,0.01235037948926496,0.00012370995963016356,0,0,0,0
exponential,exp_m100,10000,P5,5,1,A,rate,0.01,300,288,0.96,6.204885630982718e-06,0.0006204885630982718,0.00011162640002225151,0.01116264000222515,0.00011164781520907478,0,12,0,0
exponential,exp_m100,10000,P5,5,1,B,rate,0.01,300,300,1.0,-2.7179424867893043e-06,-0.00027179424867893043,0.00013630869451456575,0.013630869451456576,0.00013650929987395476,0,0,0,0
exponential,exp_m100,10000,P5,5,1,Bg,rate,0.01,300,300,1.0,2.7602051877045897e-06,0.00027602051877045897,0.00011252206187839133,0.011252206187839132,0.00011267615273281444,0,0,0,0
exponential,exp_m100,10000,P5,5,1,C,rate,0.01,300,300,1.0,-5.4525525728602725e-06,-0.0005452552572860273,0.00013668446246596625,0.013668446246596624,0.00013680386058497577,0,0,0,0
exponential,exp_m100,10000,P5,5,1,D,rate,0.01,300,300,1.0,-6.175925383114511e-07,-6.175925383114511e-05,0.00011871153218846689,0.011871153218846688,0.00011890827155474575,0,0,0,0
exponential,exp_m100,10000,Pmk,1,1,A,rate,0.01,300,260,0.8666666666666667,1.7571139537566477e-05,0.0017571139537566477,0.0001426439347642326,0.014264393476423259,0.0001418305893959633,0,40,0,0
exponential,exp_m100,10000,Pmk,1,1,B,rate,0.01,300,300,1.0,1.5107399287464518e-07,1.5107399287464518e-05,0.00014615941407000323,0.014615941407000323,0.0001464035455802336,0,0,0,0
exponential,exp_m100,10000,Pmk,1,1,Bg,rate,0.01,300,300,1.0,1.5256478298579512e-07,1.5256478298579512e-05,0.00014616872585461154,0.014616872585461153,0.0001464128713773626,0,0,0,0
exponential,exp_m100,10000,Pmk,1,1,C,rate,0.01,300,300,1.0,1.5588067424701646e-07,1.5588067424701646e-05,0.00014615703413122086,0.014615703413122086,0.00014640115660780802,0,0,0,0
exponential,exp_m100,10000,Pmk,1,1,D,rate,0.01,300,300,1.0,1.7187831651520324e-07,1.7187831651520324e-05,0.00014619584013019304,0.014619584013019304,0.00014644000950501894,0,0,0,0
exponential,exp_m1000,100,P3c,3,1,A,rate,0.001,300,296,0.9866666666666667,1.0577631191725518e-05,0.010577631191725518,0.00011621308531913416,0.11621308531913416,0.00011592668775754174,0,4,0,0
exponential,exp_m1000,100,P3c,3,1,B,rate,0.001,300,300,1.0,2.3637718542600383e-05,0.023637718542600383,0.00012894276441053053,0.12894276441053054,0.0001269694144138094,0,0,0,0
exponential,exp_m1000,100,P3c,3,1,Bg,rate,0.001,300,300,1.0,1.118302497369987e-05,0.01118302497369987,0.00011658622939182952,0.11658622939182951,0.00011624254787309447,0,0,0,0
exponential,exp_m1000,100,P3c,3,1,C,rate,0.001,300,300,1.0,1.0046954302978753e-05,0.010046954302978753,0.00012423659683107223,0.12423659683107223,0.00012403658445128753,0,0,0,0
exponential,exp_m1000,100,P3c,3,1,D,rate,0.001,300,300,1.0,7.998341080839733e-06,0.007998341080839733,0.00011626427681745947,0.11626427681745946,0.000116182629000407,0,0,0,0
exponential,exp_m1000,100,P3w,3,1,A,rate,0.001,300,296,0.9866666666666667,1.815914755096842e-05,0.018159147550968417,0.00012969983132114272,0.1296998313211427,0.00012863979818933242,0,4,0,0
exponential,exp_m1000,100,P3w,3,1,B,rate,0.001,300,300,1.0,4.438872376647169e-05,0.04438872376647169,0.0001627630218954999,0.1627630218954999,0.00015685488201619104,0,0,0,0
exponential,exp_m1000,100,P3w,3,1,Bg,rate,0.001,300,300,1.0,1.8040379000646388e-05,0.018040379000646388,0.00012921411508361663,0.12921411508361663,0.00012816233537869421,0,0,0,0
exponential,exp_m1000,100,P3w,3,1,C,rate,0.001,300,300,1.0,7.251739987893663e-06,0.007251739987893663,0.0001332641728330802,0.1332641728330802,0.00013328905406852177,0,0,0,0
exponential,exp_m1000,100,P3w,3,1,D,rate,0.001,300,300,1.0,1.307383879648621e-05,0.01307383879648621,0.00011294932350799455,0.11294932350799455,0.00011237757851939764,0,0,0,0
exponential,exp_m1000,100,P5,5,1,A,rate,0.001,300,298,0.9933333333333333,1.3879102593893728e-05,0.013879102593893728,0.00011700938730162368,0.11700938730162368,0.00011637876502693938,0,2,0,0
exponential,exp_m1000,100,P5,5,1,B,rate,0.001,300,300,1.0,3.9648008674795674e-05,0.039648008674795676,0.00014276101784681177,0.14276101784681178,0.0001373741210048453,0,0,0,0
exponential,exp_m1000,100,P5,5,1,Bg,rate,0.001,300,300,1.0,1.4352155582174342e-05,0.014352155582174342,0.00011689021726854766,0.11689021726854766,0.00011619959700610528,0,0,0,0
exponential,exp_m1000,100,P5,5,1,C,rate,0.001,300,300,1.0,7.232434321984872e-06,0.007232434321984872,0.0001223348221701885,0.1223348221701885,0.00012232488928116242,0,0,0,0
exponential,exp_m1000,100,P5,5,1,D,rate,0.001,300,300,1.0,9.090273966019585e-06,0.009090273966019585,0.00010838264742667804,0.10838264742667804,0.00010818121726220662,0,0,0,0
exponential,exp_m1000,100,Pmk,1,1,A,rate,0.001,300,256,0.8533333333333334,4.948497670027429e-06,0.004948497670027429,0.00013534362145663264,0.13534362145663265,0.00013551806925885708,0,44,0,0
exponential,exp_m1000,100,Pmk,1,1,B,rate,0.001,300,300,1.0,1.3103595129198295e-05,0.013103595129198295,0.00013844480901205016,0.13844480901205017,0.00013805357741784885,0,0,0,0
exponential,exp_m1000,100,Pmk,1,1,Bg,rate,0.001,300,300,1.0,1.3103792497778325e-05,0.013103792497778325,0.00013844541854328535,0.13844541854328535,0.00013805417192447734,0,0,0,0
exponential,exp_m1000,100,Pmk,1,1,C,rate,0.001,300,300,1.0,1.3103454151542964e-05,0.013103454151542964,0.0001384443739435241,0.1384443739435241,0.00013805315308303045,0,0,0,0
exponential,exp_m1000,100,Pmk,1,1,D,rate,0.001,300,300,1.0,1.3100872451813532e-05,0.013100872451813532,0.000138439279418909,0.13843927941890902,0.00013804827288252313,0,0,0,0
exponential,exp_m1000,1000,P3c,3,1,A,rate,0.001,300,287,0.9566666666666667,-1.7572887791011266e-07,-0.00017572887791011266,3.4994743861188965e-05,0.03499474386118896,3.5055428106210654e-05,0,13,0,0
exponential,exp_m1000,1000,P3c,3,1,B,rate,0.001,300,300,1.0,6.107869557059591e-07,0.0006107869557059591,4.021401367636802e-05,0.04021401367636802,4.027655859801727e-05,0,0,0,0
exponential,exp_m1000,1000,P3c,3,1,Bg,rate,0.001,300,300,1.0,2.9485808058756294e-07,0.00029485808058756294,3.4932037908857616e-05,0.03493203790885761,3.4989157391417445e-05,0,0,0,0
exponential,exp_m1000,1000,P3c,3,1,C,rate,0.001,300,300,1.0,-6.075392268633725e-07,-0.0006075392268633725,4.018992989888183e-05,0.04018992989888183,4.025248110965504e-05,0,0,0,0
exponential,exp_m1000,1000,P3c,3,1,D,rate,0.001,300,300,1.0,-4.451135063232234e-07,-0.0004451135063232234,3.702126198130156e-05,0.03702126198130156,3.708043836065111e-05,0,0,0,0
exponential,exp_m1000,1000,P3w,3,1,A,rate,0.001,300,283,0.9433333333333334,-8.201102654815419e-08,-8.201102654815419e-05,3.81683717308093e-05,0.0381683717308093,3.823589799658555e-05,0,17,0,0
exponential,exp_m1000,1000,P3w,3,1,B,rate,0.001,300,300,1.0,2.8460114820695603e-06,0.0028460114820695603,4.7163258576673015e-05,0.047163258576673014,4.715596953823576e-05,0,0,0,0
exponential,exp_m1000,1000,P3w,3,1,Bg,rate,0.001,300,300,1.0,2.345022918773601e-07,0.0002345022918773601,3.7568989008172664e-05,0.03756898900817266,3.763102786218466e-05,0,0,0,0
exponential,exp_m1000,1000,P3w,3,1,C,rate,0.001,300,300,1.0,-8.541256969428739e-07,-0.0008541256969428739,4.663339971824924e-05,0.046633399718249244,4.6703481195321006e-05,0,0,0,0
exponential,exp_m1000,1000,P3w,3,1,D,rate,0.001,300,300,1.0,-2.992054121374321e-07,-0.0002992054121374321,3.690689759768084e-05,0.03690689759768084,3.6967348420435034e-05,0,0,0,0
exponential,exp_m1000,1000,P5,5,1,A,rate,0.001,300,284,0.9466666666666667,-9.447221118535042e-07,-0.0009447221118535042,3.399019300339771e-05,0.033990193003397715,3.403703888959639e-05,0,16,0,0
exponential,exp_m1000,1000,P5,5,1,B,rate,0.001,300,300,1.0,2.2338668006524447e-06,0.0022338668006524447,4.189922226232307e-05,0.041899222262323066,4.190953785454768e-05,0,0,0,0
exponential,exp_m1000,1000,P5,5,1,Bg,rate,0.001,300,300,1.0,1.1523069953431331e-07,0.00011523069953431331,3.4086864941809383e-05,0.03408686494180938,3.414362371289645e-05,0,0,0,0
exponential,exp_m1000,1000,P5,5,1,C,rate,0.001,300,300,1.0,-9.508602386346619e-07,-0.0009508602386346619,4.166641328283223e-05,0.04166641328283223,4.172516216691329e-05,0,0,0,0
exponential,exp_m1000,1000,P5,5,1,D,rate,0.001,300,300,1.0,-5.004160078564846e-07,-0.0005004160078564846,3.4896472657136845e-05,0.03489647265713684,3.4951185085185735e-05,0,0,0,0
exponential,exp_m1000,1000,Pmk,1,1,A,rate,0.001,300,232,0.7733333333333333,-1.0544367154514608e-06,-0.0010544367154514608,4.759853590981788e-05,0.04759853590981788,4.768974577726548e-05,0,68,0,0
exponential,exp_m1000,1000,Pmk,1,1,B,rate,0.001,300,300,1.0,-8.617997626072724e-09,-8.617997626072724e-06,4.399253784426986e-05,0.04399253784426986,4.406604170805094e-05,0,0,0,0
exponential,exp_m1000,1000,Pmk,1,1,Bg,rate,0.001,300,300,1.0,-9.897068443216403e-09,-9.897068443216403e-06,4.3992288171968745e-05,0.04399228817196874,4.406579134896987e-05,0,0,0,0
exponential,exp_m1000,1000,Pmk,1,1,C,rate,0.001,300,300,1.0,-8.070719065495294e-09,-8.070719065495294e-06,4.399256489601606e-05,0.04399256489601606,4.406606890897629e-05,0,0,0,0
exponential,exp_m1000,1000,Pmk,1,1,D,rate,0.001,300,300,1.0,-7.03009258445908e-09,-7.03009258445908e-06,4.3993596849108755e-05,0.04399359684910875,4.4067102765216025e-05,0,0,0,0
exponential,exp_m1000,10000,P3c,3,1,A,rate,0.001,300,276,0.92,-1.3000386993617264e-06,-0.0013000386993617264,1.2524164956156498e-05,0.012524164956156497,1.2479136274781161e-05,0,24,0,0
exponential,exp_m1000,10000,P3c,3,1,B,rate,0.001,300,300,1.0,-1.1120137829296033e-06,-0.0011120137829296033,1.3832111226816793e-05,0.013832111226816792,1.3810375855681464e-05,0,0,0,0
exponential,exp_m1000,10000,P3c,3,1,Bg,rate,0.001,300,300,1.0,-1.418562105490618e-06,-0.001418562105490618,1.2564409118558786e-05,0.012564409118558785,1.2504931123068923e-05,0,0,0,0
exponential,exp_m1000,10000,P3c,3,1,C,rate,0.001,300,300,1.0,-1.249843318888071e-06,-0.001249843318888071,1.3828830013598073e-05,0.013828830013598073,1.3795245335602166e-05,0,0,0,0
exponential,exp_m1000,10000,P3c,3,1,D,rate,0.001,300,300,1.0,-1.3184487753609923e-06,-0.0013184487753609923,1.293220182872192e-05,0.01293220182872192,1.2886312913341426e-05,0,0,0,0
exponential,exp_m1000,10000,P3w,3,1,A,rate,0.001,300,281,0.9366666666666666,6.402417844187606e-07,0.0006402417844187606,1.2867335039150253e-05,0.012867335039150253,1.2874325337703715e-05,0,19,0,0
exponential,exp_m1000,10000,P3w,3,1,B,rate,0.001,300,300,1.0,-1.5167947103942973e-06,-0.0015167947103942973,1.4918121339768877e-05,0.014918121339768877,1.4865607929433154e-05,0,0,0,0
exponential,exp_m1000,10000,P3w,3,1,Bg,rate,0.001,300,300,1.0,2.9604806543303414e-07,0.00029604806543303414,1.2666780206211234e-05,0.012666780206211233,1.268447855937176e-05,0,0,0,0
exponential,exp_m1000,10000,P3w,3,1,C,rate,0.001,300,300,1.0,-1.8859169606476843e-06,-0.0018859169606476843,1.5035083838936511e-05,0.015035083838936512,1.4941258333778792e-05,0,0,0,0
exponential,exp_m1000,10000,P3w,3,1,D,rate,0.001,300,300,1.0,-8.811181742465323e-07,-0.0008811181742465323,1.2490442805812615e-05,0.012490442805812615,1.2480143114382677e-05,0,0,0,0
exponential,exp_m1000,10000,P5,5,1,A,rate,0.001,300,283,0.9433333333333334,2.3456311262250173e-07,0.00023456311262250173,1.1764961289082863e-05,0.011764961289082863,1.1783460021366124e-05,0,17,0,0
exponential,exp_m1000,10000,P5,5,1,B,rate,0.001,300,300,1.0,-1.3402929240379554e-06,-0.0013402929240379554,1.392274864493757e-05,0.013922748644937569,1.3881240608966892e-05,0,0,0,0
exponential,exp_m1000,10000,P5,5,1,Bg,rate,0.001,300,300,1.0,-1.767252498828878e-07,-0.0001767252498828878,1.1876993454333574e-05,0.011876993454333575,1.189552099599777e-05,0,0,0,0
exponential,exp_m1000,10000,P5,5,1,C,rate,0.001,300,300,1.0,-1.6591346728785268e-06,-0.0016591346728785268,1.3994868863174401e-05,0.0139948688631744,1.3919391443662573e-05,0,0,0,0
exponential,exp_m1000,10000,P5,5,1,D,rate,0.001,300,300,1.0,-1.1520941486920216e-06,-0.0011520941486920216,1.2161179064097166e-05,0.012161179064097166,1.2126712076549969e-05,0,0,0,0
exponential,exp_m1000,10000,Pmk,1,1,A,rate,0.001,300,250,0.8333333333333334,2.617778376795641e-07,0.0002617778376795641,1.3958401105953155e-05,0.013958401105953155,1.3983942088829927e-05,0,50,0,0
exponential,exp_m1000,10000,Pmk,1,1,B,rate,0.001,300,300,1.0,-1.1366320518979046e-06,-0.0011366320518979046,1.4971255784736105e-05,0.014971255784736105,1.495298878471833e-05,0,0,0,0
exponential,exp_m1000,10000,Pmk,1,1,Bg,rate,0.001,300,300,1.0,-1.136527893593961e-06,-0.001136527893593961,1.4972249826219448e-05,0.014972249826219447,1.4953995312015575e-05,0,0,0,0
exponential,exp_m1000,10000,Pmk,1,1,C,rate,0.001,300,300,1.0,-1.1360825635359749e-06,-0.001136082563535975,1.497120604928989e-05,0.01497120604928989,1.4952980720261943e-05,0,0,0,0
exponential,exp_m1000,10000,Pmk,1,1,D,rate,0.001,300,300,1.0,-1.1354386985898066e-06,-0.0011354386985898066,1.4975612624692161e-05,0.01497561262469216,1.4957456472509188e-05,0,0,0,0
gamma,gam_moderada,100,P3c,3,2,A,shape,2.0,300,298,0.9933333333333333,0.1517635532806616,0.0758817766403308,0.5372144237124253,0.26860721185621267,0.5161989214104893,0,2,0,0
gamma,gam_moderada,100,P3c,3,2,A,scale,500.0,300,298,0.9933333333333333,-9.318859710611036,-0.01863771942122207,134.16642876700757,0.26833285753401515,134.0675398865068,0,2,0,0
gamma,gam_moderada,100,P3c,3,2,B,shape,2.0,300,300,1.0,0.12768291332117565,0.06384145666058783,0.5090676179632554,0.2545338089816277,0.49361838533330943,0,0,0,0
gamma,gam_moderada,100,P3c,3,2,B,scale,500.0,300,300,1.0,-6.610209305452315,-0.01322041861090463,128.75990230041046,0.2575198046008209,128.80496874445575,0,0,0,0
gamma,gam_moderada,100,P3c,3,2,Bg,shape,2.0,300,300,1.0,0.15008400781802056,0.07504200390901028,0.5355372190289912,0.2677686095144956,0.5149356912433893,0,0,0,0
gamma,gam_moderada,100,P3c,3,2,Bg,scale,500.0,300,300,1.0,-8.89160417864349,-0.01778320835728698,133.7976477139768,0.26759529542795363,133.7249332329276,0,0,0,0
gamma,gam_moderada,100,P3c,3,2,C,shape,2.0,300,300,1.0,0.12524281276468763,0.06262140638234381,0.5087349628422072,0.2543674814211036,0.4939014365562143,0,0,0,0
gamma,gam_moderada,100,P3c,3,2,C,scale,500.0,300,300,1.0,-4.943516026414784,-0.009887032052829568,129.64688746102883,0.25929377492205763,129.7690658276535,0,0,0,0
gamma,gam_moderada,100,P3c,3,2,D,shape,2.0,300,300,1.0,0.11141632403060164,0.05570816201530082,0.5061363902131628,0.2530681951065814,0.4945459539544951,0,0,0,0
gamma,gam_moderada,100,P3c,3,2,D,scale,500.0,300,300,1.0,-0.3612242097038916,-0.0007224484194077831,130.73484777543607,0.2614696955508721,130.9527855631918,0,0,0,0
gamma,gam_moderada,100,P3w,3,2,A,shape,2.0,300,299,0.9966666666666667,0.17263509150846934,0.08631754575423467,0.46953216163432776,0.23476608081716388,0.43737554402632006,0,1,0,0
gamma,gam_moderada,100,P3w,3,2,A,scale,500.0,300,299,0.9966666666666667,-24.347813049281058,-0.048695626098562116,114.83518107519369,0.22967036215038739,112.41247961594318,0,1,0,0
gamma,gam_moderada,100,P3w,3,2,B,shape,2.0,300,300,1.0,0.1365582085167394,0.0682791042583697,0.402059711562409,0.2010298557812045,0.37879036570666214,0,0,0,0
gamma,gam_moderada,100,P3w,3,2,B,scale,500.0,300,300,1.0,-23.434877517218126,-0.04686975503443625,99.00973112855682,0.19801946225711364,96.35705638380584,0,0,0,0
gamma,gam_moderada,100,P3w,3,2,Bg,shape,2.0,300,300,1.0,0.17163130408353178,0.08581565204176589,0.46880867237261437,0.23440433618630718,0.4369906209057101,0,0,0,0
gamma,gam_moderada,100,P3w,3,2,Bg,scale,500.0,300,300,1.0,-24.034929375239187,-0.048069858750478374,114.71403491472343,0.22942806982944686,112.35528920818024,0,0,0,0
gamma,gam_moderada,100,P3w,3,2,C,shape,2.0,300,300,1.0,0.13217893702621453,0.06608946851310726,0.4009797594773881,0.20048987973869406,0.37920021818127486,0,0,0,0
gamma,gam_moderada,100,P3w,3,2,C,scale,500.0,300,300,1.0,-20.448320972712622,-0.04089664194542524,99.90482308697638,0.19980964617395275,97.9531652750178,0,0,0,0
gamma,gam_moderada,100,P3w,3,2,D,shape,2.0,300,300,1.0,0.16875228724013702,0.08437614362006851,0.41859905374265693,0.20929952687132847,0.3837168601647823,0,0,0,0
gamma,gam_moderada,100,P3w,3,2,D,scale,500.0,300,300,1.0,-28.65620794385285,-0.0573124158877057,97.92120165639228,0.19584240331278457,93.79075558330254,0,0,0,0
